date,store,category,units_sold,revenue
2025-07-09,Albany,Toys,19.0,309.89
2025-04-27,Albany,groceries,143.0,910.91
2025-05-07,Syracuse,Electronics,47.0,4004.4
2025-09-25,Utica,Electronics,37.0,3126.87
2025-03-11,Syracuse,home goods,31.0,940.85
2025-05-18,Albany,home goods,48.0,1486.08
2025-04-28,Syracuse,Groceries,134.0,936.66
2025-04-08,Rome,Home_Goods,35.0,1231.65
2025-05-27,Utica,Groceries,93.0,589.62
2025-08-27,Albany,Toys,22.0,331.54
2025-07-08,Utica,Cloth ing,81.0,2086.56
2025-10-10,Albany,Home_Goods,34.0,1125.74
2025-10-05,Utica,ELECTRONICS,47.0,3722.4
2025-04-06,Albany,Cloth ing,,1447.68
2025-08-17,Syracuse,Clothing,71.0,1720.33
2025-05-17,Syracuse,Home Goods,44.0,1405.8
2025-06-27,Rome,clothing,40.0,923.6
2025-06-23,Syracuse,Groceries,101.0,661.55
2025-08-25,Albany,home goods,31.0,988.9
2025-06-14,Rome,Groceries,139.0,815.93
2025-01-02,Albany,Electronics,40.0,3449.2
2025-05-12,Syracuse,Home_Goods,24.0,768.48
2025-12-20,Syracuse,Home Goods,41.0,1366.94
2025-04-08,Albany,clothing,71.0,1777.84
2025-09-12,Rome,Clothing,66.0,1568.82
2025-08-10,Syracuse,Toys,39.0,581.1
2025-12-21,Rome,Clothing,87.0,2174.13
2025-06-05,Utica,Cloth ing,51.0,1216.86
2025-03-06,Utica,Groceries,132.0,825.0
2025-03-07,Albany,Home Goods,30.0,937.5
2025-07-04,Albany,electronics,11.0,919.71
2025-06-24,Albany,toys,30.0,461.7
2025-07-01,Rome,clothing,41.0,940.13
2025-01-20,Utica,clothing,78.0,1831.44
2025-03-06,Rome,groceries,162.0,1104.84
2025-09-22,Syracuse,Toys,27.0,406.89
2025-09-01,Syracuse,toys,18.0,257.58
2025-07-23,Rome,Groceries,87.0,586.38
2025-12-07,Utica,electronics,59.0,5076.36
2025-11-29,Rome,electronics,50.0,4508.5
2025-07-31,Syracuse,toys,20.0,299.6
2025-02-19,Albany,Home_Goods,34.0,1061.14
2025-03-23,Albany,electronics,48.0,3972.48
2025-12-08,Rome,clothing,77.0,1644.72
2025-02-23,Syracuse,Cloth ing,69.0,1751.22
2025-02-22,Utica,Groceries,126.0,849.24
2025-01-12,Utica,Cloth ing,76.0,1896.2
2025-06-22,Albany,Cloth ing,81.0,2033.91
2025-09-26,Syracuse,clothing,49.0,1187.27
2025-04-23,Rome,Clothing,64.0,1665.92
2025-01-28,Utica,groceries,118.0,762.28
2025-07-18,Utica,ELECTRONICS,43.0,3314.87
2025-06-17,Utica,Cloth ing,41.0,981.54
2025-10-29,Rome,Home_Goods,36.0,1047.6
2025-07-10,Rome,Clothing,19.0,445.74
2025-11-25,Rome,Toys,25.0,381.25
2025-12-12,Rome,Electronics,64.0,5258.88
2025-04-19,Albany,ELECTRONICS,23.0,1907.62
2025-01-18,Albany,ELECTRONICS,64.0,5738.88
2025-05-03,Rome,Toys,38.0,592.04
2025-12-06,Rome,home goods,50.0,1619.0
2025-12-20,Syracuse,Clothing,105.0,2585.1
2025-12-30,Syracuse,Home_Goods,34.0,1068.62
2025-07-26,Utica,Home Goods,45.0,1479.15
2025-02-23,Utica,Groceries,152.0,992.56
2025-11-10,Albany,toys,18.0,255.6
2025-01-22,Rome,electronics,53.0,4480.09
2025-03-04,Utica,clothing,75.0,1731.75
2025-12-29,Syracuse,Clothing,35.0,
2025-09-09,Utica,groceries,110.0,697.4
2025-05-22,Albany,Toys,21.0,297.78
2025-04-18,Utica,Home Goods,29.0,932.64
2025-06-08,Syracuse,Groceries,143.0,968.11
2025-05-19,Syracuse,groceries,82.0,514.14
2025-08-30,Albany,Toys,36.0,559.08
2025-12-25,Rome,Electronics,31.0,2362.82
2025-03-30,Syracuse,clothing,79.0,1761.7
2025-10-09,Rome,Toys,20.0,307.2
2025-05-22,Rome,Toys,18.0,270.0
2025-10-25,Syracuse,Home Goods,48.0,1385.76
2025-12-16,Albany,Home_Goods,43.0,1361.38
2025-05-03,Syracuse,electronics,49.0,4256.14
2025-04-23,Syracuse,Electronics,41.0,3519.85
2025-11-27,Rome,electronics,54.0,4888.62
2025-08-15,Rome,Clothing,62.0,1566.12
2025-09-24,Albany,Toys,,302.5
2025-11-26,Albany,clothing,62.0,1547.52
2025-12-22,Rome,Home_Goods,38.0,1257.42
2025-02-03,Utica,clothing,,1159.02
2025-10-22,Rome,electronics,60.0,5374.2
2025-03-17,Utica,Home Goods,42.0,1289.4
2025-03-08,Rome,Cloth ing,78.0,1813.5
2025-05-25,Syracuse,Home_Goods,,
2025-02-24,Albany,Clothing,81.0,2088.99
2025-06-06,Utica,Groceries,136.0,802.4
2025-01-18,Syracuse,Groceries,152.0,1047.28
2025-04-24,Syracuse,Electronics,31.0,2672.82
2025-12-14,Rome,toys,29.0,452.69
2025-07-20,Utica,Home_Goods,63.0,1939.77
2025-11-30,Rome,electronics,40.0,3381.6
2025-08-28,Albany,Clothing,60.0,1419.0
2025-01-13,Utica,Cloth ing,55.0,1270.5
2025-07-01,Syracuse,groceries,133.0,779.38
2025-01-22,Utica,Cloth ing,53.0,1181.9
2025-03-28,Rome,electronics,36.0,2981.88
2025-02-28,Utica,toys,19.0,294.31
2025-06-03,Albany,toys,29.0,433.55
2025-06-16,Albany,groceries,,901.6
2025-03-17,Syracuse,groceries,,977.3
2025-10-02,Rome,toys,21.0,307.65
2025-08-31,Utica,electronics,66.0,5369.76
2025-08-14,Albany,Electronics,30.0,2667.3
2025-10-16,Rome,Cloth ing,65.0,1515.8
2025-01-17,Rome,groceries,66.0,430.98
2025-07-25,Syracuse,home goods,32.0,1084.8
2025-08-15,Utica,Clothing,76.0,1720.64
2025-06-13,Utica,Groceries,74.0,486.92
2025-11-23,Syracuse,Clothing,70.0,1722.7
2025-11-16,Utica,toys,25.0,352.25
2025-09-23,Utica,toys,21.0,305.97
2025-03-03,Rome,Electronics,35.0,2981.3
2025-09-19,Albany,Electronics,39.0,3224.13
2025-10-26,Utica,Toys,30.0,427.2
2025-02-21,Albany,Groceries,94.0,560.24
2025-11-12,Utica,Groceries,166.0,981.06
2025-04-18,Rome,electronics,56.0,5008.08
2025-04-30,Syracuse,Home_Goods,37.0,1234.32
2025-01-08,Albany,home goods,35.0,1143.1
2025-04-23,Albany,Electronics,50.0,4411.5
2025-02-09,Utica,groceries,202.0,1256.44
2025-07-06,Syracuse,ELECTRONICS,59.0,5219.73
2025-09-25,Syracuse,Groceries,76.0,495.52
2025-11-19,Albany,Clothing,48.0,1157.28
2025-11-22,Utica,Cloth ing,72.0,1681.2
2025-10-31,Rome,Toys,19.0,292.6
2025-07-31,Rome,Home Goods,44.0,1401.84
2025-07-16,Rome,Home_Goods,20.0,617.0
2025-10-16,Utica,Clothing,73.0,1667.32
2025-04-10,Albany,home goods,40.0,1307.2
2025-10-08,Utica,Toys,20.0,287.6
2025-04-23,Syracuse,groceries,59.0,381.73
2025-03-05,Utica,Cloth ing,81.0,1964.25
2025-09-19,Rome,Toys,36.0,533.88
2025-06-10,Albany,clothing,106.0,2585.34
2025-05-20,Utica,Groceries,115.0,733.7
2025-09-20,Rome,clothing,65.0,1561.3
2025-04-11,Utica,ELECTRONICS,48.0,4246.08
2025-11-14,Utica,groceries,112.0,730.24
2025-04-08,Utica,home goods,36.0,1226.16
2025-11-03,Syracuse,Toys,13.0,193.05
2025-01-17,Rome,Toys,33.0,495.33
2025-10-12,Albany,Groceries,192.0,1128.96
2025-01-26,Syracuse,Home Goods,58.0,1757.98
2025-04-07,Rome,Cloth ing,64.0,1518.72
2025-03-30,Utica,home goods,58.0,1890.8
2025-07-13,Albany,groceries,168.0,1120.56
2025-10-02,Albany,electronics,39.0,3383.64
2025-11-10,Rome,Cloth ing,56.0,1422.4
2025-10-03,Albany,Home Goods,,906.25
2025-05-18,Albany,Groceries,160.0,1091.2
2025-06-29,Syracuse,clothing,86.0,2106.14
2025-03-09,Rome,groceries,167.0,1032.06
2025-07-01,Albany,electronics,32.0,2654.08
2025-03-17,Syracuse,Clothing,65.0,1554.15
2025-07-21,Syracuse,Clothing,48.0,1081.44
2025-12-17,Syracuse,toys,22.0,320.54
2025-07-08,Syracuse,Toys,28.0,415.52
2025-11-09,Rome,Home_Goods,51.0,1748.79
2025-09-23,Rome,Cloth ing,69.0,1652.55
2025-01-06,Utica,home goods,53.0,1586.82
2025-05-11,Utica,toys,,405.81
2025-10-20,Albany,Electronics,58.0,4968.28
2025-02-11,Utica,Home_Goods,18.0,608.58
2025-05-27,Albany,Home Goods,43.0,1369.55
2025-12-12,Rome,Home Goods,43.0,1416.42
2025-02-09,Albany,clothing,78.0,1953.9
2025-12-16,Rome,electronics,31.0,2812.32
2025-08-16,Syracuse,ELECTRONICS,71.0,6037.13
2025-10-07,Albany,Home Goods,38.0,1193.96
2025-03-08,Rome,Home_Goods,56.0,1887.76
2025-10-13,Rome,Groceries,126.0,834.12
2025-02-11,Albany,groceries,68.0,433.16
2025-10-29,Albany,clothing,60.0,1372.8
2025-11-09,Albany,Toys,35.0,540.05
2025-09-19,Utica,Home Goods,29.0,892.33
2025-03-23,Syracuse,Cloth ing,82.0,2150.04
2025-07-19,Albany,Toys,27.0,404.73
2025-03-23,Albany,home goods,59.0,1859.68
2025-12-25,Utica,groceries,71.0,440.2
2025-04-02,Utica,Electronics,14.0,1237.46
2025-10-22,Syracuse,home goods,16.0,
2025-02-01,Albany,toys,23.0,338.33
2025-02-15,Rome,Toys,38.0,559.74
2025-09-02,Utica,ELECTRONICS,37.0,3118.73
2025-07-14,Syracuse,Toys,22.0,347.38
2025-09-04,Albany,home goods,41.0,1353.82
2025-08-04,Albany,Home_Goods,29.0,959.61
2025-05-03,Syracuse,Toys,30.0,438.0
2025-10-22,Albany,Groceries,132.0,821.04
2025-06-19,Albany,ELECTRONICS,30.0,2526.6
2025-11-24,Utica,Clothing,49.0,1259.79
2025-03-08,Syracuse,Clothing,83.0,2075.0
2025-03-27,Rome,clothing,41.0,961.45
2025-01-26,Utica,Clothing,100.0,2106.0
2025-08-12,Albany,Clothing,56.0,1363.6
2025-11-01,Albany,Home Goods,59.0,1810.12
2025-05-09,Albany,Electronics,43.0,3453.76
2025-09-25,Syracuse,home goods,24.0,758.16
2025-07-18,Syracuse,Clothing,56.0,1356.32
2025-05-26,Rome,clothing,84.0,2241.96
2025-09-16,Utica,groceries,68.0,434.52
2025-02-21,Rome,Toys,34.0,498.78
2025-01-25,Syracuse,ELECTRONICS,52.0,4400.24
2025-11-25,Utica,Clothing,55.0,1283.7
2025-06-13,Rome,electronics,37.0,2764.27
2025-12-04,Utica,clothing,57.0,1350.9
2025-05-01,Syracuse,Home Goods,20.0,622.6
2025-09-22,Albany,Toys,,220.05
2025-12-28,Syracuse,clothing,99.0,2291.85
2025-03-15,Utica,toys,,422.24
2025-04-15,Utica,Toys,20.0,297.6
2025-07-05,Syracuse,groceries,157.0,1081.73
2025-05-01,Syracuse,Groceries,143.0,930.93
2025-01-29,Rome,Toys,27.0,394.2
2025-09-04,Utica,ELECTRONICS,41.0,3503.86
2025-09-13,Syracuse,home goods,35.0,1113.0
2025-01-27,Utica,toys,13.0,173.03
2025-07-20,Utica,groceries,131.0,837.09
2025-04-15,Utica,home goods,38.0,1184.46
2025-09-09,Utica,electronics,45.0,3659.4
2025-03-22,Syracuse,Electronics,47.0,3899.59
2025-10-30,Rome,Home_Goods,38.0,1174.96
2025-01-04,Albany,ELECTRONICS,,4476.5
2025-08-25,Rome,Home Goods,35.0,1152.9
2025-07-14,Utica,groceries,131.0,897.35
2025-12-18,Utica,Toys,27.0,401.49
2025-05-08,Albany,Cloth ing,55.0,1355.75
2025-01-23,Albany,clothing,67.0,1565.79
2025-07-24,Utica,groceries,153.0,1043.46
2025-09-06,Rome,ELECTRONICS,44.0,3666.08
2025-07-13,Albany,Toys,30.0,471.0
2025-04-25,Albany,Clothing,57.0,1365.15
2025-08-13,Utica,Groceries,111.0,745.92
2025-04-05,Albany,toys,38.0,585.2
2025-08-24,Utica,toys,37.0,627.52
2025-01-31,Syracuse,groceries,189.0,1321.11
2025-12-24,Utica,Electronics,54.0,4756.86
2025-09-03,Syracuse,groceries,80.0,549.6
2025-05-18,Utica,Toys,37.0,567.58
2025-10-28,Albany,Cloth ing,81.0,1735.02
2025-06-21,Albany,Groceries,165.0,1037.85
2025-11-09,Albany,Home_Goods,60.0,1965.6
2025-11-25,Albany,home goods,40.0,1237.2
2025-07-27,Rome,Home Goods,39.0,1365.78
2025-02-15,Albany,electronics,56.0,5014.24
2025-01-27,Utica,electronics,33.0,2705.01
2025-01-21,Utica,home goods,49.0,1592.5
2025-11-23,Syracuse,ELECTRONICS,50.0,4167.5
2025-07-10,Albany,Home Goods,39.0,1260.09
2025-03-25,Utica,Home Goods,30.0,896.7
2025-05-09,Syracuse,Groceries,159.0,996.93
2025-06-19,Utica,Electronics,43.0,3778.41
2025-07-28,Albany,groceries,146.0,959.22
2025-06-06,Utica,Clothing,,
2025-09-25,Albany,home goods,28.0,865.48
2025-12-11,Syracuse,home goods,34.0,1027.14
2025-10-27,Syracuse,Home_Goods,15.0,529.8
2025-05-17,Rome,Toys,31.0,449.5
2025-02-02,Albany,groceries,97.0,590.73
2025-12-18,Rome,Toys,31.0,433.07
2025-04-15,Utica,electronics,57.0,4974.96
2025-11-28,Syracuse,Toys,21.0,306.6
2025-07-03,Rome,Home Goods,32.0,1017.28
2025-08-04,Syracuse,groceries,123.0,776.13
2025-02-26,Albany,groceries,90.0,557.1
2025-10-23,Rome,groceries,70.0,461.3
2025-03-14,Rome,Cloth ing,59.0,1260.83
2025-07-28,Albany,clothing,49.0,1087.8
2025-03-08,Syracuse,Groceries,246.0,1581.78
2025-08-10,Utica,Home Goods,31.0,964.41
2025-10-10,Albany,toys,31.0,473.68
2025-11-24,Albany,Toys,24.0,384.48
2025-10-25,Utica,Cloth ing,91.0,2335.97
2025-03-02,Utica,Groceries,185.0,1143.3
2025-04-18,Rome,Groceries,121.0,753.83
2025-04-02,Utica,Home Goods,38.0,1189.02
2025-04-24,Rome,toys,35.0,487.55
2025-01-11,Rome,clothing,75.0,1729.5
2025-07-17,Rome,Home_Goods,31.0,927.21
2025-02-03,Utica,Home Goods,28.0,869.96
2025-04-20,Albany,Home_Goods,46.0,1395.18
2025-05-24,Utica,electronics,56.0,4651.92
2025-01-02,Syracuse,electronics,,3102.75
2025-02-14,Utica,Electronics,36.0,2844.72
2025-08-24,Utica,Electronics,63.0,5361.93
2025-06-16,Albany,home goods,53.0,1876.2
2025-01-23,Rome,clothing,47.0,1097.45
2025-08-23,Rome,ELECTRONICS,56.0,4888.24
2025-03-28,Syracuse,groceries,68.0,432.48
2025-12-01,Albany,Groceries,165.0,1173.15
2025-07-28,Albany,home goods,36.0,1184.4
2025-06-08,Albany,electronics,40.0,3381.2
2025-08-08,Rome,toys,29.0,443.7
2025-07-11,Utica,Electronics,36.0,3160.44
2025-10-04,Rome,groceries,176.0,1151.04
2025-04-15,Rome,Toys,16.0,251.84
2025-10-01,Syracuse,toys,34.0,485.18
2025-10-26,Albany,Groceries,158.0,1017.52
2025-07-07,Rome,Toys,34.0,541.62
2025-12-19,Albany,Groceries,123.0,808.11
2025-02-17,Albany,Home_Goods,34.0,1083.24
2025-12-09,Utica,ELECTRONICS,46.0,3986.82
2025-06-01,Albany,groceries,111.0,717.06
2025-09-17,Albany,Cloth ing,44.0,1069.64
2025-06-18,Albany,toys,31.0,447.95
2025-07-17,Rome,groceries,118.0,743.4
2025-04-04,Syracuse,Toys,25.0,354.75
2025-05-23,Syracuse,Toys,20.0,309.0
2025-08-08,Utica,toys,28.0,411.88
2025-10-10,Albany,Cloth ing,51.0,1136.28
2025-02-11,Rome,toys,13.0,187.72
2025-04-14,Syracuse,toys,34.0,536.86
2025-12-14,Utica,Cloth ing,52.0,1219.92
2025-12-22,Syracuse,Clothing,41.0,982.36
2025-06-21,Utica,Cloth ing,81.0,1998.27
2025-05-31,Albany,toys,,429.6
2025-01-10,Albany,Cloth ing,44.0,1081.08
2025-12-15,Syracuse,home goods,44.0,1349.04
2025-07-30,Albany,Electronics,40.0,3503.2
2025-07-01,Albany,Toys,22.0,345.18
2025-01-22,Utica,Groceries,90.0,554.4
2025-08-29,Albany,Cloth ing,81.0,1785.24
2025-06-18,Rome,toys,28.0,435.68
2025-09-19,Syracuse,toys,29.0,461.1
2025-11-26,Utica,Clothing,44.0,1064.8
2025-07-15,Rome,Home_Goods,32.0,975.68
2025-07-20,Albany,Home_Goods,38.0,1161.66
2025-06-22,Utica,Toys,27.0,402.84
2025-05-10,Utica,groceries,186.0,1266.66
2025-11-21,Albany,home goods,43.0,1458.13
2025-09-02,Albany,home goods,38.0,1276.8
2025-11-30,Syracuse,Clothing,67.0,1573.16
2025-07-04,Syracuse,toys,25.0,361.25
2025-06-02,Syracuse,toys,23.0,327.52
2025-01-20,Rome,groceries,181.0,1163.83
2025-08-08,Syracuse,groceries,144.0,990.72
2025-12-11,Syracuse,clothing,79.0,1935.5
2025-09-06,Syracuse,Home_Goods,45.0,1348.65
2025-11-07,Syracuse,Home Goods,19.0,
2025-07-23,Albany,Groceries,60.0,385.2
2025-09-18,Albany,Electronics,38.0,3095.48
2025-03-11,Albany,Toys,24.0,354.48
2025-09-14,Rome,Home_Goods,19.0,609.9
2025-03-05,Utica,Toys,24.0,402.96
2025-05-15,Rome,Clothing,82.0,1819.58
2025-11-03,Rome,ELECTRONICS,48.0,
2025-08-10,Rome,toys,25.0,370.0
2025-09-08,Syracuse,Toys,27.0,370.17
2025-09-26,Utica,ELECTRONICS,37.0,3231.58
2025-07-21,Rome,toys,25.0,
2025-04-12,Utica,Home Goods,30.0,810.6
2025-06-30,Rome,Home Goods,29.0,970.92
2025-03-10,Rome,Home Goods,48.0,1453.44
2025-12-12,Albany,groceries,68.0,439.28
2025-08-30,Utica,toys,31.0,471.51
2025-07-06,Albany,ELECTRONICS,55.0,4706.9
2025-02-09,Albany,Toys,19.0,285.38
2025-12-05,Albany,electronics,40.0,3616.0
2025-08-23,Rome,Cloth ing,79.0,1835.96
2025-08-13,Rome,toys,32.0,514.24
2025-02-27,Utica,Home Goods,18.0,539.1
2025-04-03,Rome,toys,30.0,400.5
2025-11-01,Rome,toys,,501.93
2025-02-05,Albany,Cloth ing,65.0,
2025-12-03,Syracuse,ELECTRONICS,55.0,4958.25
2025-01-30,Syracuse,Groceries,63.0,447.93
2025-04-04,Utica,groceries,89.0,542.01
2025-02-13,Albany,Electronics,41.0,3613.33
2025-05-09,Rome,Electronics,36.0,2980.44
2025-12-16,Rome,clothing,52.0,1270.88
2025-10-28,Syracuse,Home Goods,,
2025-06-04,Rome,groceries,102.0,734.4
2025-05-10,Utica,toys,33.0,517.11
2025-07-27,Rome,electronics,47.0,4099.34
2025-08-24,Syracuse,Toys,27.0,413.37
2025-12-26,Rome,Home_Goods,48.0,1604.16
2025-07-13,Utica,toys,35.0,505.05
2025-11-14,Utica,clothing,55.0,1296.35
2025-08-15,Albany,Home Goods,24.0,732.48
2025-02-17,Albany,groceries,87.0,528.96
2025-01-19,Rome,Home Goods,45.0,1460.25
2025-10-30,Albany,groceries,156.0,960.96
2025-04-20,Albany,Groceries,154.0,1150.38
2025-09-23,Rome,groceries,92.0,568.56
2025-06-10,Rome,electronics,42.0,3529.68
2025-11-26,Syracuse,Home Goods,32.0,1060.8
2025-10-14,Syracuse,groceries,109.0,636.56
2025-10-19,Utica,Home Goods,51.0,1493.79
2025-10-26,Utica,Electronics,,5510.4
2025-07-23,Albany,ELECTRONICS,46.0,3861.7
2025-12-23,Utica,home goods,33.0,1056.0
2025-08-06,Utica,groceries,118.0,732.78
2025-01-10,Rome,electronics,34.0,2735.3
2025-03-24,Rome,Home Goods,31.0,978.98
2025-09-09,Albany,toys,15.0,232.5
2025-02-03,Syracuse,toys,23.0,332.35
2025-06-14,Albany,Electronics,57.0,4349.1
2025-03-09,Rome,Toys,23.0,320.39
2025-09-12,Syracuse,Electronics,34.0,2690.76
2025-08-03,Albany,Home_Goods,46.0,1430.6
2025-02-14,Utica,Home Goods,38.0,
2025-05-08,Rome,Home Goods,40.0,1245.6
2025-05-02,Rome,Groceries,109.0,712.86
2025-07-25,Utica,Groceries,168.0,1132.32
2025-04-12,Rome,clothing,80.0,1693.6
2025-03-02,Syracuse,toys,18.0,252.18
2025-07-08,Albany,Groceries,134.0,948.72
2025-05-01,Rome,toys,22.0,347.16
2025-09-16,Syracuse,Electronics,50.0,4238.0
2025-03-30,Albany,Groceries,169.0,1025.83
2025-08-28,Albany,electronics,36.0,
2025-06-18,Albany,Electronics,24.0,2041.44
2025-10-16,Syracuse,Clothing,48.0,1104.96
2025-07-09,Rome,Toys,28.0,385.0
2025-11-05,Rome,electronics,44.0,3600.08
2025-03-04,Rome,clothing,81.0,1877.58
2025-09-07,Albany,Toys,29.0,420.79
2025-04-25,Utica,toys,33.0,454.41
2025-11-17,Utica,Groceries,161.0,1143.1
2025-06-19,Albany,Clothing,83.0,1999.47
2025-03-30,Utica,Toys,29.0,442.83
2025-01-21,Syracuse,home goods,32.0,985.92
2025-05-07,Utica,Groceries,103.0,650.96
2025-03-12,Utica,electronics,45.0,3713.4
2025-03-14,Utica,clothing,68.0,1680.96
2025-11-11,Rome,home goods,38.0,1239.18
2025-06-03,Albany,Electronics,35.0,2833.25
2025-02-23,Rome,groceries,162.0,1095.12
2025-07-05,Albany,Groceries,184.0,1212.56
2025-01-17,Utica,groceries,150.0,1033.5
2025-07-05,Rome,groceries,156.0,936.0
2025-05-19,Utica,clothing,36.0,892.08
2025-11-08,Rome,Cloth ing,64.0,1535.36
2025-01-11,Albany,home goods,68.0,2200.48
2025-02-23,Utica,toys,27.0,427.14
2025-10-18,Utica,clothing,62.0,1436.54
2025-11-12,Rome,Cloth ing,54.0,1367.28
2025-12-05,Rome,Home_Goods,41.0,1430.08
2025-05-30,Syracuse,Groceries,149.0,993.83
2025-08-02,Syracuse,Electronics,50.0,3999.0
2025-11-07,Syracuse,Toys,28.0,432.32
2025-04-13,Albany,Electronics,36.0,2885.76
2025-01-25,Utica,home goods,51.0,1521.33
2025-07-15,Syracuse,groceries,77.0,532.84
2025-02-11,Syracuse,Groceries,66.0,415.14
2025-03-14,Rome,toys,18.0,270.9
2025-10-11,Syracuse,Cloth ing,92.0,2127.04
2025-08-15,Syracuse,ELECTRONICS,,2683.37
2025-05-04,Utica,clothing,75.0,1622.25
2025-07-29,Syracuse,Home_Goods,30.0,999.6
2025-05-10,Syracuse,Clothing,72.0,1638.72
2025-09-06,Rome,Home_Goods,42.0,1328.04
2025-06-23,Rome,groceries,136.0,878.56
2025-07-08,Rome,Cloth ing,91.0,2017.47
2025-01-03,Syracuse,Groceries,168.0,1078.56
2025-11-28,Rome,Groceries,146.0,1076.02
2025-11-05,Utica,Clothing,72.0,1717.2
2025-11-07,Rome,groceries,77.0,520.52
2025-07-11,Rome,toys,18.0,262.44
2025-09-27,Syracuse,groceries,160.0,1025.6
2025-10-02,Albany,Cloth ing,71.0,1553.48
2025-03-16,Albany,clothing,87.0,1963.59
2025-02-05,Albany,groceries,108.0,693.36
2025-07-19,Utica,Electronics,40.0,3547.6
2025-01-02,Utica,toys,30.0,455.1
2025-07-03,Syracuse,Home_Goods,31.0,1006.57
2025-09-24,Syracuse,Electronics,31.0,2445.28
2025-04-24,Syracuse,clothing,77.0,1684.76
2025-02-12,Syracuse,groceries,153.0,989.91
2025-07-18,Albany,Groceries,100.0,635.0
2025-02-18,Albany,Home Goods,41.0,1461.24
2025-09-02,Rome,clothing,59.0,1421.31
2025-02-01,Utica,Electronics,50.0,4738.5
2025-04-26,Syracuse,groceries,134.0,860.28
2025-11-13,Syracuse,Cloth ing,80.0,1880.8
2025-06-21,Rome,Groceries,220.0,1368.4
2025-04-30,Syracuse,Toys,22.0,315.48
2025-02-10,Rome,Groceries,102.0,
2025-06-10,Syracuse,home goods,30.0,890.1
2025-12-21,Syracuse,Toys,30.0,396.9
2025-10-31,Rome,groceries,161.0,940.24
2025-11-24,Utica,Home_Goods,32.0,1030.72
2025-03-12,Syracuse,clothing,67.0,1521.57
2025-09-05,Albany,home goods,32.0,1012.48
2025-03-06,Albany,clothing,58.0,1334.0
2025-08-08,Rome,Electronics,44.0,3709.64
2025-08-17,Utica,Home Goods,45.0,1511.55
2025-07-06,Rome,Home_Goods,56.0,1895.6
2025-09-05,Syracuse,Home_Goods,9.0,272.79
2025-07-29,Utica,Home Goods,46.0,1458.2
2025-10-25,Albany,ELECTRONICS,59.0,4727.08
2025-11-30,Albany,home goods,45.0,1336.05
2025-03-25,Utica,Groceries,88.0,528.88
2025-06-24,Syracuse,groceries,133.0,
2025-03-08,Albany,Groceries,118.0,779.98
2025-03-18,Albany,Home_Goods,56.0,1667.68
2025-04-11,Utica,Clothing,58.0,1384.46
2025-03-31,Albany,toys,24.0,357.84
2025-08-06,Rome,Home_Goods,20.0,648.4
2025-10-07,Syracuse,Home Goods,35.0,1165.15
2025-10-19,Rome,Home_Goods,57.0,1734.51
2025-10-03,Rome,Home Goods,14.0,413.42
2025-04-09,Utica,Cloth ing,64.0,1443.84
2025-01-14,Rome,Cloth ing,50.0,1287.0
2025-05-10,Rome,Cloth ing,92.0,2158.32
2025-02-25,Rome,Home Goods,18.0,556.38
2025-08-14,Rome,Groceries,98.0,625.24
2025-09-19,Albany,Groceries,176.0,1122.88
2025-04-29,Utica,Home_Goods,49.0,1673.35
2025-02-21,Syracuse,Clothing,61.0,1446.31
2025-04-23,Rome,toys,29.0,454.43
2025-03-20,Utica,ELECTRONICS,40.0,3212.8
2025-04-24,Albany,Electronics,41.0,3820.38
2025-09-23,Syracuse,Home_Goods,45.0,1441.35
2025-09-27,Albany,Groceries,129.0,829.47
2025-09-28,Albany,clothing,75.0,1883.25
2025-04-28,Utica,electronics,43.0,3471.39
2025-11-17,Rome,Clothing,87.0,2131.5
2025-04-25,Albany,home goods,29.0,932.64
2025-06-03,Utica,home goods,46.0,1528.12
2025-05-08,Utica,groceries,80.0,536.0
2025-05-05,Utica,ELECTRONICS,33.0,2984.85
2025-04-23,Albany,Home Goods,41.0,1211.96
2025-03-18,Utica,home goods,28.0,871.36
2025-02-24,Rome,Cloth ing,32.0,785.92
2025-10-06,Utica,Toys,21.0,335.16
2025-08-03,Utica,Groceries,114.0,707.94
2025-08-16,Syracuse,Toys,29.0,408.61
2025-05-17,Utica,Clothing,68.0,1642.2
2025-09-23,Albany,electronics,25.0,2176.5
2025-11-22,Utica,electronics,52.0,4372.16
2025-02-08,Rome,Cloth ing,78.0,1961.7
2025-12-09,Syracuse,groceries,168.0,1092.0
2025-11-30,Utica,clothing,106.0,2337.3
2025-01-15,Albany,clothing,46.0,1113.66
2025-09-30,Syracuse,home goods,29.0,902.48
2025-04-12,Albany,Electronics,60.0,4986.0
2025-01-04,Rome,Groceries,219.0,1364.37
2025-08-01,Syracuse,home goods,33.0,1077.12
2025-11-19,Utica,ELECTRONICS,35.0,3234.0
2025-10-02,Albany,toys,19.0,270.37
2025-04-01,Syracuse,clothing,40.0,908.0
2025-12-10,Syracuse,Home Goods,36.0,1098.36
2025-03-25,Syracuse,electronics,52.0,4409.08
2025-11-01,Syracuse,groceries,175.0,1093.75
2025-02-23,Rome,clothing,78.0,2006.16
2025-01-14,Rome,toys,21.0,322.35
2025-05-28,Syracuse,home goods,24.0,860.16
2025-10-01,Rome,electronics,41.0,3573.56
2025-02-11,Albany,Toys,35.0,524.3
2025-05-09,Utica,electronics,29.0,2300.86
2025-11-06,Rome,Cloth ing,41.0,997.12
2025-05-03,Rome,Clothing,62.0,1628.74
